LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID2001 ? ID2005,0,2001,2005,-1.0,NaN,0.04884138753242661,90.11235999732709,922.5,36.242503660492865,116.9025118071537,0.0,
ID2005 ? ID2008,0,2005,2008,-1.0,0.0012791510685298227,0.0010278200974525686,1.7575723666438925,2700.0,6.703500677053569,150.25651517590802,0.0,
ID2005 ? ID2012,0,2005,2012,-1.0,2.6018227169346784E-5,0.0010817494306508523,1.8497915264129574,2700.0,5.177500522927553,150.80151523095304,0.0,
ID2019 ? ID2022,1,2019,2022,-1.0,7.667047851975368E-5,0.03574453134237234,84.71453928142245,1725.0,44.52650449717696,111.77951128973064,0.0,
ID2022 ? ID2029,1,2022,2029,-1.0,0.0021861445530807918,0.004695431155944071,3.0285530955839257,3232.5,16.29550164584567,143.71651451536798,0.0,
ID2033 ? ID2040,1,2033,2040,-1.0,0.0016470724735143574,0.0030452437798269704,2.0098608946858003,3225.0,11.608501172458618,148.403514988755,0.0,
ID2019 ? ID2033,1,2019,2033,-1.0,8.292948439789069E-5,0.03868687027221112,91.10757949105718,1717.5,42.019504243969934,113.85051149890165,0.0,
ID2016 ? ID2019,1,2016,2019,-1.0,NaN,0.004156384439674775,2.2444475974243785,270.0,71.99450727144523,78.0985078879493,0.0,
ID2033 ? ID2036,1,2033,2036,-1.0,0.0015882611915727452,0.0036929005176416967,2.43731434164352,3225.0,11.390501150440617,148.403514988755,0.0,
ID2022 ? ID2025,1,2022,2025,-1.0,9.87612597184316E-4,0.0013935459180886825,0.8988371171672002,3232.5,17.167501733917675,144.58851460344,0.0,
ID2044 ? ID2047,2,2044,2047,-1.0,NaN,0.008448733140153,4.81577788988721,2415.0,45.28950457423996,110.03551111358662,0.0,
ID2047 ? ID2054,2,2047,2054,-1.0,0.0029231319109479545,0.007783920271320455,6.6552518319789895,3127.5,43.32750437607794,109.59951106955062,0.0,
ID2047 ? ID2050,2,2047,2050,-1.0,0.003092689985079497,0.0018386204852355135,1.572020514876364,3127.5,45.50750459625796,111.77951128973064,0.0,
